Index_Number,Order_ID,Order_Date,Supplier_ID,Supplier_Name,Product_ID,Product_Name,Category,Customer_ID,Customer_Name,Customer_Country,Warehouse_ID,Warehouse_Name,Carrier,Quantity,Unit_Cost,Discount_Rate,Total_Value,Expected_Delivery,Actual_Delivery,Lead_Time_Days,Status,Delivery_Bucket
445,ORD-0445,11-12-2024,SUP-003,EuroParts GmbH,P-006,Copper Wire,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,DHL Supply Chain,287,22,0.11,5619.46,05-01-2025,,25,Pending,Pending
446,ORD-0446,03-03-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,DB Schenker,373,85,0.13,27583.35,18-03-2024,,15,Cancelled,Pending
447,ORD-0447,24-02-2023,SUP-004,AsiaTrade Co,P-001,Electronic Components,Electronics,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,FedEx Freight,84,45,0.03,3666.6,09-03-2023,,13,In Transit,Pending
448,ORD-0448,30-10-2023,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,FedEx Freight,411,3.25,0.11,1188.82,05-12-2023,,36,Cancelled,Pending
449,ORD-0449,29-07-2024,SUP-001,GlobalParts Ltd,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-04,Shanghai East,DB Schenker,388,22,0.11,7597.04,20-08-2024,,22,Cancelled,Pending
450,ORD-0450,18-02-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,Maersk Logistics,350,18.5,0.06,6086.5,12-03-2023,,22,Cancelled,Pending
451,ORD-0451,29-03-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-001,AutoMakers Inc,USA,WH-01,Mumbai Central,Maersk Logistics,327,85,0.11,24737.55,11-04-2024,18-04-2024,13,Delivered,Late
452,ORD-0452,18-07-2023,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-006,GlobalTech Solutions,Singapore,WH-05,São Paulo North,DB Schenker,407,2.5,0.03,986.98,15-09-2023,19-09-2023,59,Delivered,Late
453,ORD-0453,11-02-2023,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,DB Schenker,203,15.75,0.08,2941.47,16-03-2023,17-03-2023,33,Delivered,Late
454,ORD-0454,27-12-2024,SUP-002,TechSource Inc,P-003,Plastic Casings,Packaging,C-003,IndustrialCorp,India,WH-05,São Paulo North,FedEx Freight,248,15.75,0.02,3827.88,20-01-2025,17-01-2025,24,Delivered,On Time
455,ORD-0455,17-05-2024,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-006,GlobalTech Solutions,Singapore,WH-01,Mumbai Central,DB Schenker,164,2.5,0.01,405.9,17-07-2024,,61,Cancelled,Pending
456,ORD-0456,01-06-2024,SUP-003,EuroParts GmbH,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DB Schenker,412,85,0.08,32218.4,12-06-2024,15-06-2024,11,Delivered,Late
457,ORD-0457,06-12-2023,SUP-004,AsiaTrade Co,P-002,Steel Rods,Raw Material,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,DHL Supply Chain,179,8.5,0.04,1460.64,22-12-2023,,16,Cancelled,Pending
458,ORD-0458,21-12-2023,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-005,PrimeAssembly Co,Japan,WH-04,Shanghai East,FedEx Freight,352,85,0.14,25731.2,10-01-2024,10-01-2024,20,Delivered,On Time
459,ORD-0459,27-04-2023,SUP-005,PrimeMaterials Corp,P-010,Bolt & Nut Sets,Hardware,C-001,AutoMakers Inc,USA,WH-02,Chicago Hub,Maersk Logistics,478,2.5,0.04,1147.2,28-06-2023,,62,In Transit,Pending
460,ORD-0460,13-05-2024,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-003,IndustrialCorp,India,WH-05,São Paulo North,DB Schenker,238,45,0.04,10281.6,26-05-2024,,13,Pending,Pending
461,ORD-0461,04-07-2024,SUP-002,TechSource Inc,P-006,Copper Wire,Raw Material,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,FedEx Freight,499,22,0.01,10868.22,19-07-2024,26-07-2024,15,Delivered,Late
462,ORD-0462,21-03-2024,SUP-002,TechSource Inc,P-007,Aluminum Sheets,Raw Material,C-002,TechBuild GmbH,Germany,WH-01,Mumbai Central,DB Schenker,459,18.5,0.11,7557.44,02-04-2024,,12,Cancelled,Pending
463,ORD-0463,17-03-2023,SUP-002,TechSource Inc,P-001,Electronic Components,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,Maersk Logistics,54,45,0.12,2138.4,30-03-2023,29-03-2023,13,Delivered,On Time
464,ORD-0464,06-04-2024,SUP-005,PrimeMaterials Corp,P-002,Steel Rods,Raw Material,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,Maersk Logistics,208,8.5,0.06,1661.92,23-04-2024,,17,In Transit,Pending
465,ORD-0465,25-09-2024,SUP-001,GlobalParts Ltd,P-007,Aluminum Sheets,Raw Material,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,FedEx Freight,378,18.5,0.11,6223.77,07-10-2024,,12,Cancelled,Pending
466,ORD-0466,03-12-2024,SUP-005,PrimeMaterials Corp,P-001,Electronic Components,Electronics,C-003,IndustrialCorp,India,WH-01,Mumbai Central,DB Schenker,158,45,0.01,7038.9,24-12-2024,30-12-2024,21,Delivered,Late
467,ORD-0467,30-06-2024,SUP-004,AsiaTrade Co,P-007,Aluminum Sheets,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,FedEx Freight,90,18.5,0.02,1631.7,17-07-2024,,17,In Transit,Pending
468,ORD-0468,25-10-2024,SUP-004,AsiaTrade Co,P-009,LED Displays,Electronics,C-006,GlobalTech Solutions,Singapore,WH-03,Berlin Depot,DHL Supply Chain,356,85,0.08,27839.2,11-11-2024,08-11-2024,17,Delivered,On Time
469,ORD-0469,08-02-2024,SUP-005,PrimeMaterials Corp,P-003,Plastic Casings,Packaging,C-001,AutoMakers Inc,USA,WH-01,Mumbai Central,FedEx Freight,315,15.75,0.05,4713.19,01-03-2024,,22,Pending,Pending
470,ORD-0470,08-07-2023,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,DB Schenker,92,120,0.13,9604.8,23-07-2023,29-07-2023,15,Delivered,Late
471,ORD-0471,16-07-2024,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-02,Chicago Hub,DB Schenker,445,8.5,0.08,3479.9,04-08-2024,11-08-2024,19,Delivered,Late
472,ORD-0472,13-05-2024,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-001,AutoMakers Inc,USA,WH-03,Berlin Depot,DHL Supply Chain,307,8.5,0.05,2479.03,28-05-2024,,15,Cancelled,Pending
473,ORD-0473,12-05-2024,SUP-002,TechSource Inc,P-002,Steel Rods,Raw Material,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,FedEx Freight,172,8.5,0.09,1330.42,31-05-2024,02-06-2024,19,Delivered,Late
474,ORD-0474,20-11-2023,SUP-003,EuroParts GmbH,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DB Schenker,423,2.5,0,1057.5,22-01-2024,21-01-2024,63,Delivered,On Time
475,ORD-0475,06-12-2023,SUP-002,TechSource Inc,P-004,Circuit Boards,Electronics,C-003,IndustrialCorp,India,WH-04,Shanghai East,Maersk Logistics,357,120,0.07,39841.2,29-12-2023,02-01-2024,23,Delivered,Late
476,ORD-0476,25-03-2023,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-001,AutoMakers Inc,USA,WH-05,São Paulo North,DHL Supply Chain,320,9,0.13,2505.6,27-04-2023,,33,Cancelled,Pending
477,ORD-0477,20-01-2023,SUP-002,TechSource Inc,P-009,LED Displays,Electronics,C-003,IndustrialCorp,India,WH-02,Chicago Hub,FedEx Freight,48,85,0.12,3590.4,26-01-2023,,6,Cancelled,Pending
478,ORD-0478,10-07-2024,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-002,TechBuild GmbH,Germany,WH-05,São Paulo North,FedEx Freight,143,18.5,0.1,2380.95,04-08-2024,,25,Pending,Pending
479,ORD-0479,25-10-2023,SUP-002,TechSource Inc,P-006,Copper Wire,Raw Material,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,DB Schenker,448,22,0.07,9166.08,13-11-2023,,19,Cancelled,Pending
480,ORD-0480,02-09-2023,SUP-005,PrimeMaterials Corp,P-002,Steel Rods,Raw Material,C-003,IndustrialCorp,India,WH-04,Shanghai East,DB Schenker,349,8.5,0.08,2729.18,12-09-2023,21-09-2023,10,Delivered,Late
481,ORD-0481,30-05-2023,SUP-004,AsiaTrade Co,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DB Schenker,456,15.75,0.14,6176.52,04-07-2023,,35,Cancelled,Pending
482,ORD-0482,28-08-2023,SUP-001,GlobalParts Ltd,P-004,Circuit Boards,Electronics,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,FedEx Freight,199,120,0.03,23163.6,06-09-2023,13-09-2023,9,Delivered,Late
483,ORD-0483,28-11-2023,SUP-003,EuroParts GmbH,P-007,Aluminum Sheets,Raw Material,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,FedEx Freight,342,18.5,0.15,5377.95,11-12-2023,19-12-2023,13,Delivered,Late
484,ORD-0484,31-10-2024,SUP-003,EuroParts GmbH,P-005,Rubber Seals,Components,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,DB Schenker,202,3.25,0.09,597.41,12-12-2024,14-12-2024,42,Delivered,Late
485,ORD-0485,28-12-2023,SUP-001,GlobalParts Ltd,P-009,LED Displays,Electronics,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,DHL Supply Chain,217,85,0.07,17153.85,14-01-2024,,17,Pending,Pending
486,ORD-0486,24-08-2023,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-01,Mumbai Central,DHL Supply Chain,94,2.5,0.08,216.2,15-10-2023,,52,In Transit,Pending
487,ORD-0487,02-05-2023,SUP-003,EuroParts GmbH,P-004,Circuit Boards,Electronics,C-002,TechBuild GmbH,Germany,WH-02,Chicago Hub,DHL Supply Chain,318,120,0.12,33580.8,17-05-2023,20-05-2023,15,Delivered,Late
488,ORD-0488,24-10-2024,SUP-001,GlobalParts Ltd,P-008,Adhesive Compounds,Chemicals,C-004,ManuFacture Ltd,UK,WH-04,Shanghai East,DHL Supply Chain,92,9,0,828,01-12-2024,,38,Pending,Pending
489,ORD-0489,08-06-2024,SUP-001,GlobalParts Ltd,P-003,Plastic Casings,Packaging,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,DHL Supply Chain,332,15.75,0.02,5124.42,29-06-2024,05-07-2024,21,Delivered,Late
490,ORD-0490,14-10-2024,SUP-002,TechSource Inc,P-005,Rubber Seals,Components,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,UPS Supply Chain,298,3.25,0.13,842.6,13-11-2024,,30,Pending,Pending
491,ORD-0491,08-05-2024,SUP-003,EuroParts GmbH,P-002,Steel Rods,Raw Material,C-004,ManuFacture Ltd,UK,WH-02,Chicago Hub,DB Schenker,454,8.5,0.03,3743.23,18-05-2024,,10,In Transit,Pending
492,ORD-0492,07-06-2024,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-02,Chicago Hub,DHL Supply Chain,347,2.5,0.03,841.48,04-08-2024,,58,Pending,Pending
493,ORD-0493,30-01-2024,SUP-003,EuroParts GmbH,P-008,Adhesive Compounds,Chemicals,C-005,PrimeAssembly Co,Japan,WH-05,São Paulo North,FedEx Freight,203,9,0,1827,28-02-2024,26-02-2024,29,Delivered,On Time
494,ORD-0494,02-05-2024,SUP-005,PrimeMaterials Corp,P-009,LED Displays,Electronics,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,DB Schenker,100,85,0.08,7820,09-05-2024,18-05-2024,7,Delivered,Late
495,ORD-0495,02-01-2023,SUP-001,GlobalParts Ltd,P-002,Steel Rods,Raw Material,C-006,GlobalTech Solutions,Singapore,WH-04,Shanghai East,DHL Supply Chain,286,8.5,0.08,2236.52,20-01-2023,,18,Pending,Pending
496,ORD-0496,26-01-2024,SUP-003,EuroParts GmbH,P-001,Electronic Components,Electronics,C-004,ManuFacture Ltd,UK,WH-05,São Paulo North,DHL Supply Chain,414,45,0.09,16953.3,18-02-2024,,23,In Transit,Pending
497,ORD-0497,27-08-2023,SUP-005,PrimeMaterials Corp,P-002,Steel Rods,Raw Material,C-002,TechBuild GmbH,Germany,WH-04,Shanghai East,Maersk Logistics,402,8.5,0.04,3280.32,03-09-2023,,7,In Transit,Pending
498,ORD-0498,08-01-2023,SUP-005,PrimeMaterials Corp,P-007,Aluminum Sheets,Raw Material,C-002,TechBuild GmbH,Germany,WH-03,Berlin Depot,FedEx Freight,390,18.5,0.08,6637.8,21-01-2023,,13,Cancelled,Pending
499,ORD-0499,12-03-2024,SUP-004,AsiaTrade Co,P-004,Circuit Boards,Electronics,C-004,ManuFacture Ltd,UK,WH-03,Berlin Depot,Maersk Logistics,89,120,0.13,9291.6,28-03-2024,29-03-2024,16,Delivered,Late
500,ORD-0500,28-07-2023,SUP-004,AsiaTrade Co,P-010,Bolt & Nut Sets,Hardware,C-005,PrimeAssembly Co,Japan,WH-03,Berlin Depot,Maersk Logistics,213,2.5,0.08,489.9,29-09-2023,,63,Cancelled,Pending
